title,authors,date,link,eid,abstract
Peroxynitrite may affect fibrinolysis via the reduction of platelet-related fibrinolysis resistance and alteration of clot structure,"{'author': [{'@_fa': 'true', 'surname': 'Misztal', 'given-name': 'Tomasz'}, {'@_fa': 'true', 'surname': 'Rusak', 'given-name': 'Tomasz'}, {'@_fa': 'true', 'surname': 'Brańska-Januszewska', 'given-name': 'Justyna'}, {'@_fa': 'true', 'surname': 'Ostrowska', 'given-name': 'Halina'}, {'@_fa': 'true', 'surname': 'Tomasiak', 'given-name': 'Marian'}]}",December 2015,http://api.elsevier.com/content/article/pii/S0891584915005742,1-s2.0-S0891584915005742,"AbstractWe tested the hypothesis that in vitro peroxynitrite (ONOO−, a product of activated inflammatory cells) may affect fibrinolysis in human blood through the reduction of platelet-related fibrinolysis resistance. It was found that ONOO− (25–300µM) accelerated lysis of platelet-fibrin clots (in PRP) dose-dependently, whereas fibrinolysis of platelet-free clots was slightly inhibited by ≥1000µM stressor. Concentrations of ONOO− affecting the lysis of platelet-rich clots, inhibited clot retraction (CR) in a dose-dependent manner. Thromboelastometry (ROTEM) measurements performed in PRP showed that treatment with ONOO− (threshold conc. 100µM) prolongs clotting time, and reduces alpha angle, and clot formation velocity parameters indicating for reduced thrombin formation rate. In PRP, ONOO− (threshold conc. 100µM) reduced the collagen-evoked exposure of phosphatidylserine (PS) on platelets’ plasma membrane, the shedding of platelet-derived microparticles (PMP), and inhibited platelet-dependent thrombin generation (measured in artificial system), dose-dependently. As judged by confocal microscopy, similar ONOO− concentrations altered the architecture of clots formed in collagen-treated PRP. Clots formed in the presence of ONOO− were less dense and were composed of thicker fibers, which make them more susceptible to lysis. In platelet-depleted plasma, ONOO− (up to milimolar concentration) did not alter clot structure. Blockage of PS exposed on platelets resulted in an alteration of clot architecture toward more prone to lysis. ONOO−, at lysis-affecting concentrations, inhibited the collagen-evoked secretion of fibrinolytic inhibitors from platelets. We conclude that physiologically relevant ONOO− concentrations may accelerate the lysis of platelet-fibrin clots predominantly via downregulation of platelet-related mechanisms including: platelet secretion, clot retraction, platelet procoagulant response, and the alteration in clot architecture associated with it."
Impact of dabigatran on platelet function and fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Tsantes', 'given-name': 'Argirios E.'}, {'@_fa': 'true', 'surname': 'Kyriakou', 'given-name': 'Elias'}, {'@_fa': 'true', 'surname': 'Bonovas', 'given-name': 'Stefanos'}, {'@_fa': 'true', 'surname': 'Chondrogianni', 'given-name': 'Maria'}, {'@_fa': 'true', 'surname': 'Zompola', 'given-name': 'Christina'}, {'@_fa': 'true', 'surname': 'Liantinioti', 'given-name': 'Chrissoula'}, {'@_fa': 'true', 'surname': 'Simitsi', 'given-name': 'Athina'}, {'@_fa': 'true', 'surname': 'Katsanos', 'given-name': 'Aristeidis H.'}, {'@_fa': 'true', 'surname': 'Atta', 'given-name': 'Maria'}, {'@_fa': 'true', 'surname': 'Ikonomidis', 'given-name': 'Ignatios'}, {'@_fa': 'true', 'surname': 'Kapsimali', 'given-name': 'Violetta'}, {'@_fa': 'true', 'surname': 'Kopterides', 'given-name': 'Petros'}, {'@_fa': 'true', 'surname': 'Tsivgoulis', 'given-name': 'Georgios'}]}",15 October 2015,http://api.elsevier.com/content/article/pii/S0022510X15004529,1-s2.0-S0022510X15004529,"AbstractBackgroundWe sought to evaluate the potential enhanced fibrinolytic and antiplatelet activity of dabigatran etexilate (DE) due to decreased thrombin levels in patients with stroke or transient ischemic attack and non-valvular atrial fibrillation (NVAF).MethodsConsecutive patients with cerebrovascular diseases and NVAF that were treated with DE in a tertiary university hospital. Fibrinolysis and platelet function were assessed by thromboelastometry (ROTEM) and platelet function analyzer (PFA)-100, respectively, before and after treatment with DE. Conventional coagulation tests, endogenous thrombin potential (ETP) and hemoclot thrombin inhibitors (HTI), were also performed in order to detect any possible correlation between dabigatran plasma levels, its anticoagulant activity and the intensity of platelet dysfunction or fibrinolysis.ResultsA total of nineteen patients fulfilled our inclusion criteria (mean age 62.3±7.2years; 47% males; median CHADS2-score: 3; interquartile range: 2–4). DE treatment was associated with a significant reduction of the lysis index (LI60) at 60min (p=0.036), and prolongation of the PFA-100 CEPI closure time (p=0.024). After dabigatran treatment, abnormal PFA-100 results were obtained in two patients (11%, 95% CI: 2%–33%). DE levels (determined by HTI) were strongly inversely correlated (rho=–0.85; p&lt;0.001) with the area under the curve (AUC) values in ETP assay. Νo association was found between HTI and PFA-100 CEPI CT (p=0.64), or LI60 measurements (p=0.60).ConclusionsOur findings indicate that DE might affect platelet function and fibrinolysis and highlight the potential role of ETP as an alternative option in DE monitoring. The intensity and clinical relevance of DE antiplatelet and fibrinolytic effects require further investigation."
The role of activated coagulation factor XII in overall clot stability and fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Konings', 'given-name': 'Joke'}, {'@_fa': 'true', 'surname': 'Hoving', 'given-name': 'Lisa R.'}, {'@_fa': 'true', 'surname': 'Ariëns', 'given-name': 'Robert S.'}, {'@_fa': 'true', 'surname': 'Hethershaw', 'given-name': 'Emma L.'}, {'@_fa': 'true', 'surname': 'Ninivaggi', 'given-name': 'Marisa'}, {'@_fa': 'true', 'surname': 'Hardy', 'given-name': 'Lewis J.'}, {'@_fa': 'true', 'surname': 'de Laat', 'given-name': 'Bas'}, {'@_fa': 'true', 'surname': 'ten Cate', 'given-name': 'Hugo'}, {'@_fa': 'true', 'surname': 'Philippou', 'given-name': 'Helen'}, {'@_fa': 'true', 'surname': 'Govers-Riemslag', 'given-name': 'José W.P.'}]}",August 2015,http://api.elsevier.com/content/article/pii/S0049384815300402,1-s2.0-S0049384815300402,"AbstractActivated coagulation factor XII (α-FXIIa) is able to bind to fibrin(ogen) and increases the density and stiffness of the fibrin clot. Conversely, proteins of the contact system and the fibrinolytic system show a high degree of homology and α-FXIIa can convert plasminogen into plasmin resulting in fibrin degradation. Therefore, we studied the contribution of α-FXIIa to overall clot stability and plasmin driven fibrinolysis in the absence and presence of tissue plasminogen activator (tPA).We observed that α-FXIIa directly converted plasminogen into plasmin and reduced clot lysis time at all tPA concentrations tested (15–1500 pM). Simultaneous assessment of plasmin generation (chromogenic substrate S-2251) and fibrin formation and degradation (absorbance at 405nm), showed an earlier onset of fibrinolysis and plasmin formation in the presence of α-FXIIa. Fibrinolysis of clots formed under flow conditions, revealed that incorporation of α-FXIIa accelerated clot breakdown (fluorescence release of labeled fibrin) by additional plasmin generation on top of formation by tPA. Scanning electron microscopy (SEM) revealed that the surface area pore size increased in the presence compared with the absence of α-FXIIa when fibrinolysis was initiated by the conversion of plasminogen with tPA during clot formation.α-FXIIa enhances fibrinolysis in the presence of plasminogen, irrespective of whether tPA was present during clot formation or was added afterwards to initiate fibrinolysis. We postulate that FXIIa first strengthens the clot structure during clot formation and thereafter contributes towards fibrinolysis."
Interest of local intra-arterial fibrinolysis in acute central retinal artery occlusion: Clinical experience in 16 patients,"{'author': [{'@_fa': 'true', 'surname': 'Mercier', 'given-name': 'Julien'}, {'@_fa': 'true', 'surname': 'Kastler', 'given-name': 'Adrian'}, {'@_fa': 'true', 'surname': 'Jean', 'given-name': 'Betty'}, {'@_fa': 'true', 'surname': 'Souteyrand', 'given-name': 'Georges'}, {'@_fa': 'true', 'surname': 'Chabert', 'given-name': 'Emmanuel'}, {'@_fa': 'true', 'surname': 'Claise', 'given-name': 'Béatrice'}, {'@_fa': 'true', 'surname': 'Pereira', 'given-name': 'Bruno'}, {'@_fa': 'true', 'surname': 'Gabrillargues', 'given-name': 'Jean'}]}",July 2015,http://api.elsevier.com/content/article/pii/S0150986114002284,1-s2.0-S0150986114002284,"SummaryObjectiveCentral retinal artery occlusion (CRAO) is a rare disease with poor visual prognosis. We evaluated clinical effectiveness of in situ fibrinolysis with original angiographic scores describing the aspect of carotid siphon, proximal ophthalmic artery, and choroid blush.MethodsRetrospective study of 16 consecutive cases of CRAO between 2007 and 2013. Fourteen underwent in situ fibrinolysis, two were excluded due to pre-occlusive internal carotid stenosis on pre-procedural diagnostic angio-CT. Fibrinolysis was performed with rt-PA (average injected dose: 35mg), with an average onset delay of 8hours (4–17h). We reported angiographic scores pre- and post-fibrinolysis, visual acuity (VA) before and after treatment, and VA improvement evaluated by ophthalmologist 6 to 12 months after thrombolysis.ResultsSix patients (43%) recovered post-fibrinolysis VA significally improved, superior or equal to 1/10 (1/10 to 8/10). An irregular carotid siphon (2 cases) appeared as a predictive factor of failure. Fibrinolysis procedure led to a significant improvement of angiographic permeability of proximal ophthalmic artery (P=0.0498), but this result was not accompanied by any VA improvement. The aspect of choroid blush showed no correlation with the management of thrombolysis.ConclusionIn situ fibrinolysis was more effective than medical treatments or natural evolution of CRAO (VA improvement was respectively 40% and 20%). However, the benefit/risk ratio must be discussed, and an angio-CT of supra-aortic trunks could be systematically performed before thrombolysis, to assess the potential VA recovery compared with complications such as ischemic stroke."
"A Prospective, Single-Arm, Multicenter Trial of Ultrasound-Facilitated, Catheter-Directed, Low-Dose Fibrinolysis for Acute Massive and Submassive Pulmonary Embolism The SEATTLE II Study","{'author': [{'@_fa': 'true', 'surname': 'Piazza', 'given-name': 'Gregory'}, {'@_fa': 'true', 'surname': 'Hohlfelder', 'given-name': 'Benjamin'}, {'@_fa': 'true', 'surname': 'Jaff', 'given-name': 'Michael R.'}, {'@_fa': 'true', 'surname': 'Ouriel', 'given-name': 'Kenneth'}, {'@_fa': 'true', 'surname': 'Engelhardt', 'given-name': 'Tod C.'}, {'@_fa': 'true', 'surname': 'Sterling', 'given-name': 'Keith M.'}, {'@_fa': 'true', 'surname': 'Jones', 'given-name': 'Noah J.'}, {'@_fa': 'true', 'surname': 'Gurley', 'given-name': 'John C.'}, {'@_fa': 'true', 'surname': 'Bhatheja', 'given-name': 'Rohit'}, {'@_fa': 'true', 'surname': 'Kennedy', 'given-name': 'Robert J.'}, {'@_fa': 'true', 'surname': 'Goswami', 'given-name': 'Nilesh'}, {'@_fa': 'true', 'surname': 'Natarajan', 'given-name': 'Kannan'}, {'@_fa': 'true', 'surname': 'Rundback', 'given-name': 'John'}, {'@_fa': 'true', 'surname': 'Sadiq', 'given-name': 'Immad R.'}, {'@_fa': 'true', 'surname': 'Liu', 'given-name': 'Stephen K.'}, {'@_fa': 'true', 'surname': 'Bhalla', 'given-name': 'Narinder'}, {'@_fa': 'true', 'surname': 'Raja', 'given-name': 'M. Laiq'}, {'@_fa': 'true', 'surname': 'Weinstock', 'given-name': 'Barry S.'}, {'@_fa': 'true', 'surname': 'Cynamon', 'given-name': 'Jacob'}, {'@_fa': 'true', 'surname': 'Elmasri', 'given-name': 'Fakhir F.'}, {'@_fa': 'true', 'surname': 'Garcia', 'given-name': 'Mark J.'}, {'@_fa': 'true', 'surname': 'Kumar', 'given-name': 'Mark'}, {'@_fa': 'true', 'surname': 'Ayerdi', 'given-name': 'Juan'}, {'@_fa': 'true', 'surname': 'Soukas', 'given-name': 'Peter'}, {'@_fa': 'true', 'surname': 'Kuo', 'given-name': 'William'}, {'@_fa': 'true', 'surname': 'Liu', 'given-name': 'Ping-Yu'}, {'@_fa': 'true', 'surname': 'Goldhaber', 'given-name': 'Samuel Z.'}]}",24 August 2015,http://api.elsevier.com/content/article/pii/S1936879815008353,1-s2.0-S1936879815008353,"AbstractObjectivesThis study conducted a prospective, single-arm, multicenter trial to evaluate the safety and efficacy of ultrasound-facilitated, catheter-directed, low-dose fibrinolysis, using the EkoSonic Endovascular System (EKOS, Bothell, Washington).BackgroundSystemic fibrinolysis for acute pulmonary embolism (PE) reduces cardiovascular collapse but causes hemorrhagic stroke at a rate exceeding 2%.MethodsEligible patients had a proximal PE and a right ventricular (RV)-to-left ventricular (LV) diameter ratio ≥0.9 on chest computed tomography (CT). We included 150 patients with acute massive (n = 31) or submassive (n = 119) PE. We used 24 mg of tissue-plasminogen activator (t-PA) administered either as 1 mg/h for 24 h with a unilateral catheter or 1 mg/h/catheter for 12 h with bilateral catheters. The primary safety outcome was major bleeding within 72 h of procedure initiation. The primary efficacy outcome was the change in the chest CT–measured RV/LV diameter ratio within 48 h of procedure initiation.ResultsMean RV/LV diameter ratio decreased from baseline to 48 h post-procedure (1.55 vs. 1.13; mean difference, −0.42; p &lt; 0.0001). Mean pulmonary artery systolic pressure (51.4 mm Hg vs. 36.9 mm Hg; p &lt; 0.0001) and modified Miller Index score (22.5 vs. 15.8; p &lt; 0.0001) also decreased post-procedure. One GUSTO (Global Utilization of Streptokinase and Tissue Plasminogen Activator for Occluded Coronary Arteries)–defined severe bleed (groin hematoma with transient hypotension) and 16 GUSTO-defined moderate bleeding events occurred in 15 patients (10%). No patient experienced intracranial hemorrhage.ConclusionsUltrasound-facilitated, catheter-directed, low-dose fibrinolysis decreased RV dilation, reduced pulmonary hypertension, decreased anatomic thrombus burden, and minimized intracranial hemorrhage in patients with acute massive and submassive PE. (A Prospective, Single-arm, Multi-center Trial of EkoSonic® Endovascular System and Activase for Treatment of Acute Pulmonary Embolism (PE) [SEATTLE II]; NCT01513759)"
Commercial single-walled carbon nanotubes effects in fibrinolysis of human umbilical vein endothelial cells,"{'author': [{'@_fa': 'true', 'surname': 'Rodríguez-Yáñez', 'given-name': 'Yury'}, {'@_fa': 'true', 'surname': 'Bahena-Uribe', 'given-name': 'Daniel'}, {'@_fa': 'true', 'surname': 'Chávez-Munguía', 'given-name': 'Bibiana'}, {'@_fa': 'true', 'surname': 'López-Marure', 'given-name': 'Rebeca'}, {'@_fa': 'true', 'surname': 'González-Monroy', 'given-name': 'Stuart'}, {'@_fa': 'true', 'surname': 'Cisneros', 'given-name': 'Bulmaro'}, {'@_fa': 'true', 'surname': 'Albores', 'given-name': 'Arnulfo'}]}",August 2015,http://api.elsevier.com/content/article/pii/S0887233315000260,1-s2.0-S0887233315000260,"AbstractRecent studies have demonstrated that carbon nanotubes (CNTs) induce platelet aggregation, endothelial dysfunction and vascular thrombosis. However, there is little information on the effects of CNTs on fibrinolysis. We investigated the role of pristine-commercial single-walled carbon nanotubes (SWCNTs) with &lt;3% Co content in fibrinolysis and their contribution to the induction of pro-thrombotic processes in human vein endothelial cells (HUVEC). SWCNTs alone produced concentration-dependent oxidation, as measured by a dithiothreitol oxidation assay. Internalized SWCNTs were located in HUVEC treated with 25μg/ml using transmission electron microscopy, whereas treatment with 50μg/ml compromised cell viability, and oxidative stress increased significantly at 5μg/ml. The study showed that in HUVEC treated with 25μg SWCNT/ml, fibrinolysis-related gene expression and protein levels had increased by 3–12h after treatment (serpine-1: 13-fold; PLAT: 11-fold and PLAU: 2-fold), but only the PAI-1 protein was increased (1.5-fold), whereas tissue and urokinase plasminogen activator proteins (tPA and uPA, respectively) tended to decrease. In summary, pristine SWCNTs treatment resulted in evident HUVEC damage caused by cell fiber contact, internalization, and oxidative stress due to contaminant metals. The generation of endothelial dysfunction, as shown by the altered expression of genes and proteins involved in fibrinolysis, suggest that SWCNTs display pro-thrombotic effects."
Therapeutic Fibrinolysis How Efficacy and Safety Can Be Improved,"{'author': [{'@_fa': 'true', 'surname': 'Gurewich', 'given-name': 'Victor'}]}",8 November 2016,http://api.elsevier.com/content/article/pii/S0735109716351890,1-s2.0-S0735109716351890,"AbstractTherapeutic fibrinolysis has been dominated by the experience with tissue-type plasminogen activator (t-PA), which proved little better than streptokinase in acute myocardial infarction. In contrast, endogenous fibrinolysis, using one-thousandth of the t-PA concentration, is regularly lysing fibrin and induced Thrombolysis In Myocardial Infarction flow grade 3 patency in 15% of patients with acute myocardial infarction. This efficacy is due to the effects of t-PA and urokinase plasminogen activator (uPA). They are complementary in fibrinolysis so that in combination, their effect is synergistic. Lysis of intact fibrin is initiated by t-PA, and uPA activates the remaining plasminogens. Knockout of the uPA gene, but not the t-PA gene, inhibited fibrinolysis. In the clinic, a minibolus of t-PA followed by an infusion of uPA was administered to 101 patients with acute myocardial infarction; superior infarct artery patency, no reocclusions, and 1% mortality resulted. Endogenous fibrinolysis may provide a paradigm that is relevant for therapeutic fibrinolysis."
Impact of genetic polymorphisms in thrombin activatable fibrinolysis inhibitor (TAFI) on venous thrombosis disease: A meta-analysis,"{'author': [{'@_fa': 'true', 'surname': 'Qian', 'given-name': 'Kai'}, {'@_fa': 'true', 'surname': 'Xu', 'given-name': 'Jie'}, {'@_fa': 'true', 'surname': 'Wan', 'given-name': 'Heng'}, {'@_fa': 'true', 'surname': 'Fu', 'given-name': 'Fangyong'}, {'@_fa': 'true', 'surname': 'Lu', 'given-name': 'Jingbo'}, {'@_fa': 'true', 'surname': 'Lin', 'given-name': 'Zhiqi'}, {'@_fa': 'true', 'surname': 'Liu', 'given-name': 'Zhengjun'}, {'@_fa': 'true', 'surname': 'Liu', 'given-name': 'Hao'}]}",15 September 2015,http://api.elsevier.com/content/article/pii/S0378111915007222,1-s2.0-S0378111915007222,"AbstractBackgroundReported studies have showed that Thrombin Activatable Fibrinolysis Inhibitor (TAFI) may be associated with an increased risk of venous thromboembolism. But the relation of VT with TAFI gene SNPs could not be clearly demonstrated. Thus, we conducted a meta-analysis to analyze the associations between three TAFI variants −438G/A, 505G/A and 1040C/T and the risk of venous thrombosis.MethodsWe carried out a systematic search to obtain all the eligible studies published before 30th October 2014. Pooled odds ratios (ORs) and 95% confidence intervals (95% CIs) were computed to assess the association.Results13 eligible studies were enrolled including 2321 patients and 2464 controls. There was a significant association between 505G/A and the risk of VTD under all models except recessive model (G vs. A: OR=1.13, 95% CI: 1.02, 1.26; GG vs. AA:OR=1.47, 95% CI: 1.14, 1.88; GA vs. AA: OR=1.36, 95% CI: 1.06, 1.73; GG+GA vs. AA: OR=1.41, 95% CI: 1.12, 1.77). Similarly, obvious relationship was observed in subgroup analyses in light of type of disease and ethnicity. Likewise, for 1040C/T variant, significant associations were identified under homozygote, heterozygote and dominant models (CC vs. TT: OR=1.65, 95% CI: 1.06, 2.59; CT vs. TT: OR=1.55, 95% CI: 1.19, 2.03; CC+CT vs. TT: OR=1.55, 95% CI: 1.20, 2.00). Sub-analysis presented significant associations in non-CVT and non-Asian group under homozygote, heterozygote, and dominant models and CVT group in recessive model.ConclusionThis meta-analysis showed that −438G/A variant was not associated with the incidence of venous thrombosis. But in non-Asian populations, G allele and GG genotype of 505G/A may increase the risk of venous thrombosis diseases. GG genotype of 505G/A and one C carrier (CC and CT) of 1040C/T gave rise to the development of venous thrombosis diseases except CVT. Additionally, the heterozygote CT may be a potential contributing factor of gene effect in venous thrombosis."
"Denser plasma clot formation and impaired fibrinolysis in paroxysmal and persistent atrial fibrillation while on sinus rhythm: Association with thrombin generation, endothelial injury and platelet activation","{'author': [{'@_fa': 'true', 'surname': 'Drabik', 'given-name': 'Leszek'}, {'@_fa': 'true', 'surname': 'Wołkow', 'given-name': 'Paweł'}, {'@_fa': 'true', 'surname': 'Undas', 'given-name': 'Anetta'}]}",August 2015,http://api.elsevier.com/content/article/pii/S0049384815300062,1-s2.0-S0049384815300062,"AbstractIntroductionFormation of compact and poorly lysable fibrin clots have been demonstrated in patients following ischemic stroke. Recently, it has been shown that denser fibrin networks and impaired fibrinolysis occurs in subjects with permanent atrial fibrillation (AF). Fibrin clot phenotype in other types of AF remains to be established. We evaluated fibrin clot properties in paroxysmal (PAF) and persistent AF (PsAF).Material and MethodsWe studied 88 non-anticoagulated patients with AF on sinus rhythm and free of stroke (41 with PAF, 47 with PsAF) versus 50 controls. Ex-vivo plasma fibrin clot permeability (Ks) and clot lysis time (CLT) were evaluated along with von Willebrand factor (vWF), peak thrombin generation (TG), platelet factor 4 (PF4) and fibrinolytic proteins.ResultsCompared with control subjects, clots obtained from plasma of patients with PAF and PsAF had similarly lower Ks (−7.7%, P=0.01; −8.6%, P=0.005, respectively) and prolonged CLT (+10.8%, P=0.006; +7.8% P=0.04, respectively). No associations of Ks and CLT with CHA2DS2-VASc and HAS-BLED score were observed. Patients with AF had higher TG, vWF, PF4 and plasminogen activator inhibitor-1 (PAI-1) antigen compared with controls. Multiple linear regression adjusted for age, gender, body mass index and fibrinogen showed that TG (β=−0.41), vWF (β=−0.29) and PF4 (β=−0.28) are the independent predictors of Ks (R2=0.78), while CLT was independently predicted by TG (β=0.37), PAI-1 antigen (β=0.29) and vWF (β=0.26) in the AF group (R2=0.39).ConclusionsPatients with PAF and PsAF while on sinus rhythm display unfavorably altered fibrin clot properties, which might contribute to thromboembolic complications."
Shock releases bile acidinducing platelet inhibition and fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Wiener', 'given-name': 'Gregory'}, {'@_fa': 'true', 'surname': 'Moore', 'given-name': 'Hunter B.'}, {'@_fa': 'true', 'surname': 'Moore', 'given-name': 'Ernest E.'}, {'@_fa': 'true', 'surname': 'Gonzalez', 'given-name': 'Eduardo'}, {'@_fa': 'true', 'surname': 'Diamond', 'given-name': 'Scott'}, {'@_fa': 'true', 'surname': 'Zhu', 'given-name': 'Shu'}, {'@_fa': 'true', 'surname': ""D'Alessandro"", 'given-name': 'Angelo'}, {'@_fa': 'true', 'surname': 'Banerjee', 'given-name': 'Anirban'}]}",15 May 2015,http://api.elsevier.com/content/article/pii/S002248041500075X,1-s2.0-S002248041500075X,"AbstractBackgroundMetabolites are underappreciated for their effect on coagulation. Taurocholic acid (TUCA), a bile acid, has been shown to regulate cellular activity and promote fibrin sealant degradation. We hypothesize that TUCA impairs whole blood clot formation and promotes fibrinolysis.MethodsTUCA was exogenously added to whole blood obtained from volunteers. A titration from 250 μM–750 μM was used due to biologic relevance. Whole blood mixtures were assayed using thrombelastography for clot strength (maximum amplitude [MA]) and fibrinolysis (LY30) quantification. Tranexamic acid was used to block plasmin-mediated fibrinolysis. Platelet microfluidics were performed. A proteomic analysis was completed on citrated plasma obtained from a shock and resuscitation rat model.ResultsFibrinolysis increased when 750-μM TUCA was added to whole blood (median LY30 0.08–5.7, P = 0.010) and clot strength decreased (median MA of 53.3–43.8, P = 0.010). The addition of tranexamic acid, to a 750-μM TUCA titration, partially reversed the induced fibrinolysis (LY30: without 7.7 versus with 2.7) and the decrease in clot strength (MA: without 48.2 versus with 53.2), but did not reverse the effects to whole blood levels. Platelet function reduced by 50% in the presence of 100-μM TUCA. Rats had a median 52-fold increase in TUCA, after a shock state that stayed elevated after resuscitation.ConclusionsTUCA reduces clot strength and promotes fibrinolysis. The clot strength reduction is attributable to platelet inhibition. This metabolic effect on coagulation warrants further investigation, as localized areas of the body, with high levels of bile acid, may be at risk for postoperative bleeding."
